level,levelNameEnglish,levelNameArabic,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,moroccanChat,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,imagePromptSeed,videoActionSeed,contentStatus,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual
12,Full Morocco Simulation,محاكاة المغرب الكاملة,3,1,الصباح الأول وخطة اليوم,L12-D03-P01,"At breakfast, you ask for coffee with milk.","Can I have coffee with milk, please?",n9dr nakhod qahwa b l-7lib aafak?,n9dr nakhod qahwa b l-7lib aafak?,نقدر ناخد قهوة بالحليب عافاك؟,"iyeh, daba",Use n9dr nakhod for polite ordering.,n9dr / nakhod / qahwa / b / l-7lib / aafak,"Realistic Moroccan full-trip simulation scene, Level 12 Day 3: الصباح الأول وخطة اليوم. Show a learner handling this real situation in Morocco: At breakfast, you ask for coffee with milk.. Visual focus: the action behind the phrase 'n9dr nakhod qahwa b l-7lib aafak?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 3 'الصباح الأول وخطة اليوم'. Trigger: At breakfast, you ask for coffee with milk.. Learner says 'n9dr nakhod qahwa b l-7lib aafak?'. Moroccan person replies 'iyeh, daba'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day03/l12-d03-p01-normal.mp3,assets/audio/level12/day03/l12-d03-p01-slow.mp3,assets/video/level12/day03/l12-d03-p01-scene.mp4,assets/images/video-posters/level12/day03/l12-d03-p01-poster.webp,assets/images/lesson-scenes/level12/day03/l12-d03-p01-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,3,1,الصباح الأول وخطة اليوم,L12-D03-P02,You ask what is nearby to visit.,What is close to visit from here?,ashno qreb nzor mn hna?,ashno qreb nzor mn hna?,أشنو قريب نزور من هنا؟,kayna l-mdina l-qdima,Locals often give better route advice than maps.,ashno / qreb / nzor / mn / hna,"Realistic Moroccan full-trip simulation scene, Level 12 Day 3: الصباح الأول وخطة اليوم. Show a learner handling this real situation in Morocco: You ask what is nearby to visit.. Visual focus: the action behind the phrase 'ashno qreb nzor mn hna?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.",Short realistic simulation video: Level 12 Day 3 'الصباح الأول وخطة اليوم'. Trigger: You ask what is nearby to visit.. Learner says 'ashno qreb nzor mn hna?'. Moroccan person replies 'kayna l-mdina l-qdima'. End with learner completing the task calmly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day03/l12-d03-p02-normal.mp3,assets/audio/level12/day03/l12-d03-p02-slow.mp3,assets/video/level12/day03/l12-d03-p02-scene.mp4,assets/images/video-posters/level12/day03/l12-d03-p02-poster.webp,assets/images/lesson-scenes/level12/day03/l12-d03-p02-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,3,1,الصباح الأول وخطة اليوم,L12-D03-P03,You say you want a calm day.,I want a calm day today.,bghit nhar hani lyoum,bghit nhar hani lyoum,بغيت نهار هاني اليوم,"mzyan, sir b shwiya",A calm-day phrase helps guides/friends adjust pace.,bghit / nhar / hani / lyoum,"Realistic Moroccan full-trip simulation scene, Level 12 Day 3: الصباح الأول وخطة اليوم. Show a learner handling this real situation in Morocco: You say you want a calm day.. Visual focus: the action behind the phrase 'bghit nhar hani lyoum' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 3 'الصباح الأول وخطة اليوم'. Trigger: You say you want a calm day.. Learner says 'bghit nhar hani lyoum'. Moroccan person replies 'mzyan, sir b shwiya'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day03/l12-d03-p03-normal.mp3,assets/audio/level12/day03/l12-d03-p03-slow.mp3,assets/video/level12/day03/l12-d03-p03-scene.mp4,assets/images/video-posters/level12/day03/l12-d03-p03-poster.webp,assets/images/lesson-scenes/level12/day03/l12-d03-p03-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,3,1,الصباح الأول وخطة اليوم,L12-D03-P04,You ask if the place is safe in the evening.,Is this area safe in the evening?,wash had lblasa amina b l-3shiya?,wash had lblasa amina b l-3shiya?,واش هاد البلاصة آمنة بالعشية؟,"iyeh, walakin khlli balek",Safety questions should be normal and practical.,wash / had / lblasa / amina / b / l-3shiya,"Realistic Moroccan full-trip simulation scene, Level 12 Day 3: الصباح الأول وخطة اليوم. Show a learner handling this real situation in Morocco: You ask if the place is safe in the evening.. Visual focus: the action behind the phrase 'wash had lblasa amina b l-3shiya?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 3 'الصباح الأول وخطة اليوم'. Trigger: You ask if the place is safe in the evening.. Learner says 'wash had lblasa amina b l-3shiya?'. Moroccan person replies 'iyeh, walakin khlli balek'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day03/l12-d03-p04-normal.mp3,assets/audio/level12/day03/l12-d03-p04-slow.mp3,assets/video/level12/day03/l12-d03-p04-scene.mp4,assets/images/video-posters/level12/day03/l12-d03-p04-poster.webp,assets/images/lesson-scenes/level12/day03/l12-d03-p04-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,3,1,الصباح الأول وخطة اليوم,L12-D03-P05,You confirm you will return before night.,I will come back before night.,ghadi nrje3 qbel l-lil,ghadi nrje3 qbel l-lil,غادي نرجع قبل الليل,mzyan,Good for hosts or friends who are advising you.,ghadi / nrje3 / qbel / l-lil,"Realistic Moroccan full-trip simulation scene, Level 12 Day 3: الصباح الأول وخطة اليوم. Show a learner handling this real situation in Morocco: You confirm you will return before night.. Visual focus: the action behind the phrase 'ghadi nrje3 qbel l-lil' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.",Short realistic simulation video: Level 12 Day 3 'الصباح الأول وخطة اليوم'. Trigger: You confirm you will return before night.. Learner says 'ghadi nrje3 qbel l-lil'. Moroccan person replies 'mzyan'. End with learner completing the task calmly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day03/l12-d03-p05-normal.mp3,assets/audio/level12/day03/l12-d03-p05-slow.mp3,assets/video/level12/day03/l12-d03-p05-scene.mp4,assets/images/video-posters/level12/day03/l12-d03-p05-poster.webp,assets/images/lesson-scenes/level12/day03/l12-d03-p05-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,4,1,الطريق وسط مدينة مزدحمة,L12-D04-P01,You ask someone which way to the square.,"Which way to the square, please?",fin triq l-placa aafak?,fin triq l-placa aafak?,فين طريق البلاصة عافاك؟,sir nishan w dur l-limen,Directions by landmarks are common.,fin / triq / l-placa / aafak,"Realistic Moroccan full-trip simulation scene, Level 12 Day 4: الطريق وسط مدينة مزدحمة. Show a learner handling this real situation in Morocco: You ask someone which way to the square.. Visual focus: the action behind the phrase 'fin triq l-placa aafak?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.",Short realistic simulation video: Level 12 Day 4 'الطريق وسط مدينة مزدحمة'. Trigger: You ask someone which way to the square.. Learner says 'fin triq l-placa aafak?'. Moroccan person replies 'sir nishan w dur l-limen'. End with learner completing the task calmly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day04/l12-d04-p01-normal.mp3,assets/audio/level12/day04/l12-d04-p01-slow.mp3,assets/video/level12/day04/l12-d04-p01-scene.mp4,assets/images/video-posters/level12/day04/l12-d04-p01-poster.webp,assets/images/lesson-scenes/level12/day04/l12-d04-p01-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,4,1,الطريق وسط مدينة مزدحمة,L12-D04-P02,"In a taxi, you ask the driver to go straight.","Go straight, please.",sir nishan aafak,sir nishan aafak,سير نيشان عافاك,wakha,Short direction phrases are essential in taxis.,sir / nishan / aafak,"Realistic Moroccan full-trip simulation scene, Level 12 Day 4: الطريق وسط مدينة مزدحمة. Show a learner handling this real situation in Morocco: In a taxi, you ask the driver to go straight.. Visual focus: the action behind the phrase 'sir nishan aafak' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 4 'الطريق وسط مدينة مزدحمة'. Trigger: In a taxi, you ask the driver to go straight.. Learner says 'sir nishan aafak'. Moroccan person replies 'wakha'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day04/l12-d04-p02-normal.mp3,assets/audio/level12/day04/l12-d04-p02-slow.mp3,assets/video/level12/day04/l12-d04-p02-scene.mp4,assets/images/video-posters/level12/day04/l12-d04-p02-poster.webp,assets/images/lesson-scenes/level12/day04/l12-d04-p02-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,4,1,الطريق وسط مدينة مزدحمة,L12-D04-P03,You ask if you can walk from here.,Can I walk from here?,n9dr nmshi 3la rejli mn hna?,n9dr nmshi 3la rejli mn hna?,نقدر نمشي على رجلي من هنا؟,"iyeh, qreb",Walking distances in medinas can be confusing.,n9dr / nmshi / 3la / rejli / mn / hna,"Realistic Moroccan full-trip simulation scene, Level 12 Day 4: الطريق وسط مدينة مزدحمة. Show a learner handling this real situation in Morocco: You ask if you can walk from here.. Visual focus: the action behind the phrase 'n9dr nmshi 3la rejli mn hna?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 4 'الطريق وسط مدينة مزدحمة'. Trigger: You ask if you can walk from here.. Learner says 'n9dr nmshi 3la rejli mn hna?'. Moroccan person replies 'iyeh, qreb'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day04/l12-d04-p03-normal.mp3,assets/audio/level12/day04/l12-d04-p03-slow.mp3,assets/video/level12/day04/l12-d04-p03-scene.mp4,assets/images/video-posters/level12/day04/l12-d04-p03-poster.webp,assets/images/lesson-scenes/level12/day04/l12-d04-p03-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,4,1,الطريق وسط مدينة مزدحمة,L12-D04-P04,You say you are a little lost.,I am a little lost.,tle3t shwiya,tle3t shwiya,تلعت شوية,fin bghiti tmshi?,Use a soft phrase before asking for help.,tle3t / shwiya,"Realistic Moroccan full-trip simulation scene, Level 12 Day 4: الطريق وسط مدينة مزدحمة. Show a learner handling this real situation in Morocco: You say you are a little lost.. Visual focus: the action behind the phrase 'tle3t shwiya' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.",Short realistic simulation video: Level 12 Day 4 'الطريق وسط مدينة مزدحمة'. Trigger: You say you are a little lost.. Learner says 'tle3t shwiya'. Moroccan person replies 'fin bghiti tmshi?'. End with learner completing the task calmly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day04/l12-d04-p04-normal.mp3,assets/audio/level12/day04/l12-d04-p04-slow.mp3,assets/video/level12/day04/l12-d04-p04-scene.mp4,assets/images/video-posters/level12/day04/l12-d04-p04-poster.webp,assets/images/lesson-scenes/level12/day04/l12-d04-p04-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,4,1,الطريق وسط مدينة مزدحمة,L12-D04-P05,You thank them and repeat the route.,"So I go straight then right, correct?","y3ni nishan men b3d limen, s7i7?","y3ni nishan men b3d limen, s7i7?",يعني نيشان من بعد اليمين، صحيح؟,iyeh s7i7,Repeating directions confirms understanding.,y3ni / nishan / men / b3d / limen / s7i7,"Realistic Moroccan full-trip simulation scene, Level 12 Day 4: الطريق وسط مدينة مزدحمة. Show a learner handling this real situation in Morocco: You thank them and repeat the route.. Visual focus: the action behind the phrase 'y3ni nishan men b3d limen, s7i7?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 4 'الطريق وسط مدينة مزدحمة'. Trigger: You thank them and repeat the route.. Learner says 'y3ni nishan men b3d limen, s7i7?'. Moroccan person replies 'iyeh s7i7'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day04/l12-d04-p05-normal.mp3,assets/audio/level12/day04/l12-d04-p05-slow.mp3,assets/video/level12/day04/l12-d04-p05-scene.mp4,assets/images/video-posters/level12/day04/l12-d04-p05-poster.webp,assets/images/lesson-scenes/level12/day04/l12-d04-p05-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,5,1,مقهى وحديث محلي,L12-D05-P01,You order a simple coffee.,"One coffee, please.",qahwa wa7da aafak,qahwa wa7da aafak,قهوة وحدة عافاك,wakha,Café ordering should be short and clear.,qahwa / wa7da / aafak,"Realistic Moroccan full-trip simulation scene, Level 12 Day 5: مقهى وحديث محلي. Show a learner handling this real situation in Morocco: You order a simple coffee.. Visual focus: the action behind the phrase 'qahwa wa7da aafak' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.",Short realistic simulation video: Level 12 Day 5 'مقهى وحديث محلي'. Trigger: You order a simple coffee.. Learner says 'qahwa wa7da aafak'. Moroccan person replies 'wakha'. End with learner completing the task calmly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day05/l12-d05-p01-normal.mp3,assets/audio/level12/day05/l12-d05-p01-slow.mp3,assets/video/level12/day05/l12-d05-p01-scene.mp4,assets/images/video-posters/level12/day05/l12-d05-p01-poster.webp,assets/images/lesson-scenes/level12/day05/l12-d05-p01-scene.webp
12,Full Morocco Simulation,محاكاة المغرب الكاملة,5,1,مقهى وحديث محلي,L12-D05-P02,You ask if the seat is free.,Is this seat free?,wash had lblasa khawya?,wash had lblasa khawya?,واش هاد البلاصة خاوية؟,"iyeh, tfdl",Ask before sitting near people.,wash / had / lblasa / khawya,"Realistic Moroccan full-trip simulation scene, Level 12 Day 5: مقهى وحديث محلي. Show a learner handling this real situation in Morocco: You ask if the seat is free.. Visual focus: the action behind the phrase 'wash had lblasa khawya?' without putting readable text on the image. Natural Moroccan setting, respectful body language, no stereotypes.","Short realistic simulation video: Level 12 Day 5 'مقهى وحديث محلي'. Trigger: You ask if the seat is free.. Learner says 'wash had lblasa khawya?'. Moroccan person replies 'iyeh, tfdl'. End with learner completing the task calmly.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level12/day05/l12-d05-p02-normal.mp3,assets/audio/level12/day05/l12-d05-p02-slow.mp3,assets/video/level12/day05/l12-d05-p02-scene.mp4,assets/images/video-posters/level12/day05/l12-d05-p02-poster.webp,assets/images/lesson-scenes/level12/day05/l12-d05-p02-scene.webp
