level,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,imagePromptSeed,videoActionSeed
9,3,1,الهاتف والواتساب والإيميل,L09-D03-P01,You ask for the phone number.,Can I have your phone number?,n9dr nakhod numero dyalek?,نقدر ناخد نيميرو ديالك؟,"iyeh, ktbo",Phone and WhatsApp are central in Moroccan business follow-up.,n9dr / nakhod / numero / dyalek,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day03/l09-d03-p01-normal.mp3,assets/audio/level09/day03/l09-d03-p01-slow.mp3,assets/video/level09/day03/l09-d03-p01-scene.mp4,assets/images/video-posters/level09/day03/l09-d03-p01-poster.webp,assets/images/lesson-scenes/level09/day03/l09-d03-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 3: الهاتف والواتساب والإيميل. Show a foreign learner respectfully handling this work/business situation: You ask for the phone number.. Visual focus: the phrase 'n9dr nakhod numero dyalek?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الهاتف والواتساب والإيميل'. Trigger: You ask for the phone number.. Learner says 'n9dr nakhod numero dyalek?'. Moroccan professional replies 'iyeh, ktbo'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,3,1,الهاتف والواتساب والإيميل,L09-D03-P02,You ask if they use WhatsApp.,Do you use WhatsApp?,wash katst3mel WhatsApp?,واش كتستعمل واتساب؟,"iyeh, sifter lia message",WhatsApp is common for practical coordination.,wash / katst3mel / WhatsApp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day03/l09-d03-p02-normal.mp3,assets/audio/level09/day03/l09-d03-p02-slow.mp3,assets/video/level09/day03/l09-d03-p02-scene.mp4,assets/images/video-posters/level09/day03/l09-d03-p02-poster.webp,assets/images/lesson-scenes/level09/day03/l09-d03-p02-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 3: الهاتف والواتساب والإيميل. Show a foreign learner respectfully handling this work/business situation: You ask if they use WhatsApp.. Visual focus: the phrase 'wash katst3mel WhatsApp?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الهاتف والواتساب والإيميل'. Trigger: You ask if they use WhatsApp.. Learner says 'wash katst3mel WhatsApp?'. Moroccan professional replies 'iyeh, sifter lia message'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,3,1,الهاتف والواتساب والإيميل,L09-D03-P03,You say you will send the details by email.,I will send the details by email.,ghadi nsift lik details b email,غادي نسيفط ليك ديتاي ب إيميل,"wakha, tsenna",Email is useful for formal records.,ghadi / nsift / lik / details / b / email,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day03/l09-d03-p03-normal.mp3,assets/audio/level09/day03/l09-d03-p03-slow.mp3,assets/video/level09/day03/l09-d03-p03-scene.mp4,assets/images/video-posters/level09/day03/l09-d03-p03-poster.webp,assets/images/lesson-scenes/level09/day03/l09-d03-p03-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 3: الهاتف والواتساب والإيميل. Show a foreign learner respectfully handling this work/business situation: You say you will send the details by email.. Visual focus: the phrase 'ghadi nsift lik details b email' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الهاتف والواتساب والإيميل'. Trigger: You say you will send the details by email.. Learner says 'ghadi nsift lik details b email'. Moroccan professional replies 'wakha, tsenna'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,3,1,الهاتف والواتساب والإيميل,L09-D03-P04,You ask them to send the location.,"Send me the location, please.",sift lia localisation aafak,سيفط ليا لوكاليساسيون عافاك,daba nsiftها,Location sharing saves time for meetings.,sift / lia / localisation / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day03/l09-d03-p04-normal.mp3,assets/audio/level09/day03/l09-d03-p04-slow.mp3,assets/video/level09/day03/l09-d03-p04-scene.mp4,assets/images/video-posters/level09/day03/l09-d03-p04-poster.webp,assets/images/lesson-scenes/level09/day03/l09-d03-p04-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 3: الهاتف والواتساب والإيميل. Show a foreign learner respectfully handling this work/business situation: You ask them to send the location.. Visual focus: the phrase 'sift lia localisation aafak' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الهاتف والواتساب والإيميل'. Trigger: You ask them to send the location.. Learner says 'sift lia localisation aafak'. Moroccan professional replies 'daba nsiftها'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,3,1,الهاتف والواتساب والإيميل,L09-D03-P05,You ask them to confirm receipt.,Please confirm you received it.,2akked lia belli weslek aafak,أكد ليا بلّي وصلك عافاك,"weselni, shukran",Receipt confirmation prevents missed messages.,2akked / lia / belli / weslek / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day03/l09-d03-p05-normal.mp3,assets/audio/level09/day03/l09-d03-p05-slow.mp3,assets/video/level09/day03/l09-d03-p05-scene.mp4,assets/images/video-posters/level09/day03/l09-d03-p05-poster.webp,assets/images/lesson-scenes/level09/day03/l09-d03-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 3: الهاتف والواتساب والإيميل. Show a foreign learner respectfully handling this work/business situation: You ask them to confirm receipt.. Visual focus: the phrase '2akked lia belli weslek aafak' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الهاتف والواتساب والإيميل'. Trigger: You ask them to confirm receipt.. Learner says '2akked lia belli weslek aafak'. Moroccan professional replies 'weselni, shukran'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,4,1,الاستقبال والمكتب,L09-D04-P01,You tell reception you have an appointment.,I have an appointment with the manager.,3ndi rendez-vous m3a l-manager,عندي رونديفو مع الماناجر,smitk aafak?,"Say appointment first, then name.",3ndi / rendez-vous / m3a / l-manager,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day04/l09-d04-p01-normal.mp3,assets/audio/level09/day04/l09-d04-p01-slow.mp3,assets/video/level09/day04/l09-d04-p01-scene.mp4,assets/images/video-posters/level09/day04/l09-d04-p01-poster.webp,assets/images/lesson-scenes/level09/day04/l09-d04-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 4: الاستقبال والمكتب. Show a foreign learner respectfully handling this work/business situation: You tell reception you have an appointment.. Visual focus: the phrase '3ndi rendez-vous m3a l-manager' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الاستقبال والمكتب'. Trigger: You tell reception you have an appointment.. Learner says '3ndi rendez-vous m3a l-manager'. Moroccan professional replies 'smitk aafak?'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,4,1,الاستقبال والمكتب,L09-D04-P02,You ask where to wait.,Where should I wait?,fin ntsenna?,فين نتسنى؟,tsenna hna aafak,"Useful in offices, clinics, agencies, and coworking spaces.",fin / ntsenna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day04/l09-d04-p02-normal.mp3,assets/audio/level09/day04/l09-d04-p02-slow.mp3,assets/video/level09/day04/l09-d04-p02-scene.mp4,assets/images/video-posters/level09/day04/l09-d04-p02-poster.webp,assets/images/lesson-scenes/level09/day04/l09-d04-p02-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 4: الاستقبال والمكتب. Show a foreign learner respectfully handling this work/business situation: You ask where to wait.. Visual focus: the phrase 'fin ntsenna?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الاستقبال والمكتب'. Trigger: You ask where to wait.. Learner says 'fin ntsenna?'. Moroccan professional replies 'tsenna hna aafak'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,4,1,الاستقبال والمكتب,L09-D04-P03,You say you arrived early.,I arrived a little early.,wslit shwiya bkker,وصلت شوية بكّر,"mzyan, gls hna",Arriving on time/early is respectful.,wslit / shwiya / bkker,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day04/l09-d04-p03-normal.mp3,assets/audio/level09/day04/l09-d04-p03-slow.mp3,assets/video/level09/day04/l09-d04-p03-scene.mp4,assets/images/video-posters/level09/day04/l09-d04-p03-poster.webp,assets/images/lesson-scenes/level09/day04/l09-d04-p03-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 4: الاستقبال والمكتب. Show a foreign learner respectfully handling this work/business situation: You say you arrived early.. Visual focus: the phrase 'wslit shwiya bkker' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الاستقبال والمكتب'. Trigger: You say you arrived early.. Learner says 'wslit shwiya bkker'. Moroccan professional replies 'mzyan, gls hna'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,4,1,الاستقبال والمكتب,L09-D04-P04,You ask for the meeting room.,Where is the meeting room?,fin salle dyal l-ijtima3?,فين سال ديال الاجتماع؟,f tầng lani,French office words are common in Morocco.,fin / salle / dyal / l-ijtima3,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day04/l09-d04-p04-normal.mp3,assets/audio/level09/day04/l09-d04-p04-slow.mp3,assets/video/level09/day04/l09-d04-p04-scene.mp4,assets/images/video-posters/level09/day04/l09-d04-p04-poster.webp,assets/images/lesson-scenes/level09/day04/l09-d04-p04-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 4: الاستقبال والمكتب. Show a foreign learner respectfully handling this work/business situation: You ask for the meeting room.. Visual focus: the phrase 'fin salle dyal l-ijtima3?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الاستقبال والمكتب'. Trigger: You ask for the meeting room.. Learner says 'fin salle dyal l-ijtima3?'. Moroccan professional replies 'f tầng lani'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,4,1,الاستقبال والمكتب,L09-D04-P05,You ask for Wi-Fi for work.,Can I use the Wi-Fi for work?,n9dr nst3mel Wi-Fi l-khdma?,نقدر نستعمل الويفي للخدمة؟,"iyeh, l-code huwa...",Wi-Fi access is practical in offices and coworking spaces.,n9dr / nst3mel / Wi-Fi / l-khdma,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day04/l09-d04-p05-normal.mp3,assets/audio/level09/day04/l09-d04-p05-slow.mp3,assets/video/level09/day04/l09-d04-p05-scene.mp4,assets/images/video-posters/level09/day04/l09-d04-p05-poster.webp,assets/images/lesson-scenes/level09/day04/l09-d04-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 4: الاستقبال والمكتب. Show a foreign learner respectfully handling this work/business situation: You ask for Wi-Fi for work.. Visual focus: the phrase 'n9dr nst3mel Wi-Fi l-khdma?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الاستقبال والمكتب'. Trigger: You ask for Wi-Fi for work.. Learner says 'n9dr nst3mel Wi-Fi l-khdma?'. Moroccan professional replies 'iyeh, l-code huwa...'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,5,1,فهم حاجة الكليون,L09-D05-P01,You ask what they need.,What do you need exactly?,ashno khasskom b dabt?,أشنو خاصكم بالضبط؟,khassna wahed l-7ell,Ask needs before proposing a solution.,ashno / khasskom / b / dabt,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day05/l09-d05-p01-normal.mp3,assets/audio/level09/day05/l09-d05-p01-slow.mp3,assets/video/level09/day05/l09-d05-p01-scene.mp4,assets/images/video-posters/level09/day05/l09-d05-p01-poster.webp,assets/images/lesson-scenes/level09/day05/l09-d05-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 5: فهم حاجة الكليون. Show a foreign learner respectfully handling this work/business situation: You ask what they need.. Visual focus: the phrase 'ashno khasskom b dabt?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'فهم حاجة الكليون'. Trigger: You ask what they need.. Learner says 'ashno khasskom b dabt?'. Moroccan professional replies 'khassna wahed l-7ell'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
